Epoch,AttackerStrategy,DeviceID,HMM_State,AnomalyScore,BehavioralTrust,TrustScore,GraphRisk,FinalRisk,Triggered,TriggerReason,Quarantined,DetectionEpoch,DetectionTime
20,legacy_mimicry,user_0_phone,Normal,0.0,1.0,0.9867,0.0186,0.5623,False,Device is trust-compliant.,False,,1
20,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9839,0.018,0.5627,False,Device is trust-compliant.,False,,1
21,legacy_mimicry,user_0_phone,Normal,0.0,1.0,0.9907,0.018,0.561,False,Device is trust-compliant.,False,,1
21,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9903,0.0346,0.5693,False,Device is trust-compliant.,False,,1
22,legacy_mimicry,user_0_phone,Normal,0.0,1.0,0.9935,0.9051,0.8825,True,Behavioral anomaly detected (Risk: 0.88 >= 0.65),True,22,1
22,legacy_mimicry,user_0_laptop_1,Normal,0.0005,0.9995,0.9791,0.018,0.5641,False,Device is trust-compliant.,False,,1
23,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9875,0.018,0.5618,False,Device is trust-compliant.,False,,1
24,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9925,0.018,0.5606,False,Device is trust-compliant.,False,,1
25,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9955,0.018,0.5598,False,Device is trust-compliant.,False,,1
26,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9973,0.018,0.5594,False,Device is trust-compliant.,False,,1
27,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9984,0.018,0.5591,False,Device is trust-compliant.,False,,1
28,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.939,0.018,0.5737,False,Device is trust-compliant.,False,,1
29,legacy_mimicry,user_0_laptop_1,Normal,0.0,1.0,0.9484,0.018,0.5714,False,Device is trust-compliant.,False,,1
